name,expiration,type,strike,implied_vol
SPY190215C00279000,2019-02-15,C,279.0,0.11354740318434928
SPY190215P00279000,2019-02-15,P,279.0,0.40279262815899863
SPY190215C00280000,2019-02-15,C,280.0,0.11533855477257458
SPY190215P00280000,2019-02-15,P,280.0,0.4625415192235766
SPY190215C00281000,2019-02-15,C,281.0,0.11863212146417564
SPY190215C00282000,2019-02-15,C,282.0,0.11963784542230084
SPY190215P00282000,2019-02-15,P,282.0,0.5605288234818012
SPY190215C00283000,2019-02-15,C,283.0,0.12342878619728186
SPY190215P00283000,2019-02-15,P,283.0,0.6304874200650188
SPY190215C00284000,2019-02-15,C,284.0,0.12756590343192412
SPY190215C00285000,2019-02-15,C,285.0,0.13167348359246997
SPY190215P00285000,2019-02-15,P,285.0,0.7465776823975546
SPY190215C00286000,2019-02-15,C,286.0,0.13660356516728317
SPY190215P00286000,2019-02-15,P,286.0,0.8140328960955295
SPY190215C00287000,2019-02-15,C,287.0,0.1377358278045264
SPY190215C00288000,2019-02-15,C,288.0,0.15191401362114246
SPY190215C00289000,2019-02-15,C,289.0,0.14361290065833673
SPY190215P00290000,2019-02-15,P,290.0,1.0384364140308118
SPY190215C00292000,2019-02-15,C,292.0,0.17808676375757398
SPY190215C00295000,2019-02-15,C,295.0,0.18663971015559438
SPY190215P00295000,2019-02-15,P,295.0,1.2997933238973398
SPY190215C00315000,2019-02-15,C,315.0,0.3224352985391836
SPY190215C00320000,2019-02-15,C,320.0,0.3540768708719317
SPY190215P00320000,2019-02-15,P,320.0,2.56294915133425
SPY190315P00216000,2019-03-15,P,216.0,0.2567688461459811
SPY190315P00219000,2019-03-15,P,219.0,0.24956958068301305
SPY190315P00220000,2019-03-15,P,220.0,0.24319184100841318
SPY190315P00222000,2019-03-15,P,222.0,0.23931106947876912
SPY190315P00223000,2019-03-15,P,223.0,0.23296903771207766
SPY190315P00225000,2019-03-15,P,225.0,0.2271421608107779
SPY190315P00226000,2019-03-15,P,226.0,0.22420842934142599
SPY190315P00227000,2019-03-15,P,227.0,0.22198551451153767
SPY190315P00228000,2019-03-15,P,228.0,0.2168821373863903
SPY190315P00229000,2019-03-15,P,229.0,0.21612434435988326
SPY190315C00230000,2019-03-15,C,230.0,0.32262427990253156
SPY190315P00230000,2019-03-15,P,230.0,0.2106313510319156
SPY190315P00231000,2019-03-15,P,231.0,0.2082483847732739
SPY190315P00232000,2019-03-15,P,232.0,0.203957728412755
SPY190315P00233000,2019-03-15,P,233.0,0.2010753880376401
SPY190315P00234000,2019-03-15,P,234.0,0.1978809205467439
SPY190315C00235000,2019-03-15,C,235.0,0.22735218901734253
SPY190315P00235000,2019-03-15,P,235.0,0.19455630456090278
SPY190315P00236000,2019-03-15,P,236.0,0.19152244948365194
SPY190315P00237000,2019-03-15,P,237.0,0.18878969694952222
SPY190315P00238000,2019-03-15,P,238.0,0.18524983349968405
SPY190315C00239000,2019-03-15,C,239.0,0.25748373306903644
SPY190315P00239000,2019-03-15,P,239.0,0.18218483156560328
SPY190315C00240000,2019-03-15,C,240.0,0.23636243382438285
SPY190315P00240000,2019-03-15,P,240.0,0.1786011381222464
SPY190315P00241000,2019-03-15,P,241.0,0.17551201383780946
SPY190315C00242000,2019-03-15,C,242.0,0.2227803819691787
SPY190315P00242000,2019-03-15,P,242.0,0.17209278653039956
SPY190315C00243000,2019-03-15,C,243.0,0.2493386256420399
SPY190315P00243000,2019-03-15,P,243.0,0.1690099062517171
SPY190315P00244000,2019-03-15,P,244.0,0.165990466047126
SPY190315C00245000,2019-03-15,C,245.0,0.22824278877824164
SPY190315P00245000,2019-03-15,P,245.0,0.16262214202100359
SPY190315C00246000,2019-03-15,C,246.0,0.21666697180975986
SPY190315P00246000,2019-03-15,P,246.0,0.15953987150850807
SPY190315C00247000,2019-03-15,C,247.0,0.20501292431292756
SPY190315P00247000,2019-03-15,P,247.0,0.15616198634857412
SPY190315C00248000,2019-03-15,C,248.0,0.20221117845515615
SPY190315P00248000,2019-03-15,P,248.0,0.15337223287128732
SPY190315P00249000,2019-03-15,P,249.0,0.14996359110488305
SPY190315C00250000,2019-03-15,C,250.0,0.19929795387463692
SPY190315P00250000,2019-03-15,P,250.0,0.14705290879739824
SPY190315C00251000,2019-03-15,C,251.0,0.19538619634135604
SPY190315P00251000,2019-03-15,P,251.0,0.14393273521872127
SPY190315C00252000,2019-03-15,C,252.0,0.21840955290343145
SPY190315P00252000,2019-03-15,P,252.0,0.14090295337959932
SPY190315P00253000,2019-03-15,P,253.0,0.13802253986563523
SPY190315C00254000,2019-03-15,C,254.0,0.19070778530483687
SPY190315P00254000,2019-03-15,P,254.0,0.13492058610062466
SPY190315C00255000,2019-03-15,C,255.0,0.18263030235114916
SPY190315P00255000,2019-03-15,P,255.0,0.13203112365644606
SPY190315C00256000,2019-03-15,C,256.0,0.1841575959149529
SPY190315P00256000,2019-03-15,P,256.0,0.12959581506831566
SPY190315C00257000,2019-03-15,C,257.0,0.17389593831718425
SPY190315P00257000,2019-03-15,P,257.0,0.12613319679904167
SPY190315C00258000,2019-03-15,C,258.0,0.1777208796547502
SPY190315P00258000,2019-03-15,P,258.0,0.12373132778860418
SPY190315C00259000,2019-03-15,C,259.0,0.1795022993746316
SPY190315P00259000,2019-03-15,P,259.0,0.12089371986096473
SPY190315C00260000,2019-03-15,C,260.0,0.1702547805083682
SPY190315P00260000,2019-03-15,P,260.0,0.11850736330232352
SPY190315C00261000,2019-03-15,C,261.0,0.15413590404383667
SPY190315P00261000,2019-03-15,P,261.0,0.11638052323285271
SPY190315C00262000,2019-03-15,C,262.0,0.1599738542990916
SPY190315P00262000,2019-03-15,P,262.0,0.11395265379220323
SPY190315C00263000,2019-03-15,C,263.0,0.1580963842094402
SPY190315P00263000,2019-03-15,P,263.0,0.1122342107241111
SPY190315C00264000,2019-03-15,C,264.0,0.1505485763940055
SPY190315P00264000,2019-03-15,P,264.0,0.11094075029768298
SPY190315C00265000,2019-03-15,C,265.0,0.15280866257065093
SPY190315P00265000,2019-03-15,P,265.0,0.11004800381867783
SPY190315C00266000,2019-03-15,C,266.0,0.14605613620689764
SPY190315P00266000,2019-03-15,P,266.0,0.11004668672371398
SPY190315C00267000,2019-03-15,C,267.0,0.14434518106758137
SPY190315P00267000,2019-03-15,P,267.0,0.11089874960272514
SPY190315C00268000,2019-03-15,C,268.0,0.14659765736221353
SPY190315P00268000,2019-03-15,P,268.0,0.11290280715278957
SPY190315C00269000,2019-03-15,C,269.0,0.1395301501769239
SPY190315P00269000,2019-03-15,P,269.0,0.11642764596378102
SPY190315C00270000,2019-03-15,C,270.0,0.13776912103833444
SPY190315P00270000,2019-03-15,P,270.0,0.12220596108595123
SPY190315C00271000,2019-03-15,C,271.0,0.1356402809357704
SPY190315P00271000,2019-03-15,P,271.0,0.1299093080603558
SPY190315C00272000,2019-03-15,C,272.0,0.13226115185281503
SPY190315P00272000,2019-03-15,P,272.0,0.13956624833519196
SPY190315C00273000,2019-03-15,C,273.0,0.1300222367581809
SPY190315P00273000,2019-03-15,P,273.0,0.15124846602339878
SPY190315C00274000,2019-03-15,C,274.0,0.12726097155714888
SPY190315P00274000,2019-03-15,P,274.0,0.16528594219471182
SPY190315C00275000,2019-03-15,C,275.0,0.12531296371498987
SPY190315P00275000,2019-03-15,P,275.0,0.18053468231045072
SPY190315C00276000,2019-03-15,C,276.0,0.12283753251175747
SPY190315P00276000,2019-03-15,P,276.0,0.20004307827376344
SPY190315C00277000,2019-03-15,C,277.0,0.12082013327752233
SPY190315P00277000,2019-03-15,P,277.0,0.21241694155251584
SPY190315C00278000,2019-03-15,C,278.0,0.11911110499935687
SPY190315P00278000,2019-03-15,P,278.0,0.23596284334616893
SPY190315C00279000,2019-03-15,C,279.0,0.11721956150611039
SPY190315P00279000,2019-03-15,P,279.0,0.2595404285908965
SPY190315C00280000,2019-03-15,C,280.0,0.11594249159478776
SPY190315P00280000,2019-03-15,P,280.0,0.2773567965573362
SPY190315C00281000,2019-03-15,C,281.0,0.11454295624247597
SPY190315P00281000,2019-03-15,P,281.0,0.29590371319704956
SPY190315C00282000,2019-03-15,C,282.0,0.11325154463043603
SPY190315C00283000,2019-03-15,C,283.0,0.1128300986326564
SPY190315P00283000,2019-03-15,P,283.0,0.35343907983101847
SPY190315C00284000,2019-03-15,C,284.0,0.11202337796730763
SPY190315P00284000,2019-03-15,P,284.0,0.3692597318488314
SPY190315C00285000,2019-03-15,C,285.0,0.11120614493289567
SPY190315P00285000,2019-03-15,P,285.0,0.3994443776357509
SPY190315C00286000,2019-03-15,C,286.0,0.11112863145520925
SPY190315C00287000,2019-03-15,C,287.0,0.11094904311782564
SPY190315C00288000,2019-03-15,C,288.0,0.11073977136246078
SPY190315C00289000,2019-03-15,C,289.0,0.1109923852983948
SPY190315P00289000,2019-03-15,P,289.0,0.5001608246122785
SPY190315C00290000,2019-03-15,C,290.0,0.11165327428247007
SPY190315P00290000,2019-03-15,P,290.0,0.5464020531500697
SPY190315C00291000,2019-03-15,C,291.0,0.11259924115427315
SPY190315C00292000,2019-03-15,C,292.0,0.1129561251081774
SPY190315P00292000,2019-03-15,P,292.0,0.5878950323899994
SPY190315C00293000,2019-03-15,C,293.0,0.11505908673376683
SPY190315C00295000,2019-03-15,C,295.0,0.11651194004146644
SPY190315P00295000,2019-03-15,P,295.0,0.6672172229308302
SPY190315C00300000,2019-03-15,C,300.0,0.12795420253978057
SPY190315C00305000,2019-03-15,C,305.0,0.13398430231587052
SPY190315C00310000,2019-03-15,C,310.0,0.15140132221114605
SPY190418P00216000,2019-04-18,P,216.0,0.21253096782947745
SPY190418P00217000,2019-04-18,P,217.0,0.2116135867965191
SPY190418P00219000,2019-04-18,P,219.0,0.20655662507352318
SPY190418P00220000,2019-04-18,P,220.0,0.2043260759709741
SPY190418P00221000,2019-04-18,P,221.0,0.20202164759721292
SPY190418P00222000,2019-04-18,P,222.0,0.19964860833209494
SPY190418P00223000,2019-04-18,P,223.0,0.19721261680583516
SPY190418P00224000,2019-04-18,P,224.0,0.19533768334352147
SPY190418P00225000,2019-04-18,P,225.0,0.19226094950800357
SPY190418P00226000,2019-04-18,P,226.0,0.18986734892706128
SPY190418P00227000,2019-04-18,P,227.0,0.1877715581518305
SPY190418P00228000,2019-04-18,P,228.0,0.1852854926262975
SPY190418P00229000,2019-04-18,P,229.0,0.18352070732799639
SPY190418C00230000,2019-04-18,C,230.0,0.19810199737548828
SPY190418P00230000,2019-04-18,P,230.0,0.18077536921976778
SPY190418P00231000,2019-04-18,P,231.0,0.17872167670208475
SPY190418P00232000,2019-04-18,P,232.0,0.1756786751320295
SPY190418P00233000,2019-04-18,P,233.0,0.17451294852644586
SPY190418P00234000,2019-04-18,P,234.0,0.17104472040825183
SPY190418P00235000,2019-04-18,P,235.0,0.16934771671929322
SPY190418P00236000,2019-04-18,P,236.0,0.16679486960096432
SPY190418P00237000,2019-04-18,P,237.0,0.16446012365238746
SPY190418P00238000,2019-04-18,P,238.0,0.1612498510219252
SPY190418P00239000,2019-04-18,P,239.0,0.1610995314615157
SPY190418P00240000,2019-04-18,P,240.0,0.15743783672752282
SPY190418P00241000,2019-04-18,P,241.0,0.1544271527653765
SPY190418P00242000,2019-04-18,P,242.0,0.1544917879811943
SPY190418P00243000,2019-04-18,P,243.0,0.15101746220113066
SPY190418P00244000,2019-04-18,P,244.0,0.14963917110277258
SPY190418P00245000,2019-04-18,P,245.0,0.14623704163924509
SPY190418P00246000,2019-04-18,P,246.0,0.1442417403316254
SPY190418P00247000,2019-04-18,P,247.0,0.14176691889457996
SPY190418P00248000,2019-04-18,P,248.0,0.14114315247596682
SPY190418P00249000,2019-04-18,P,249.0,0.13769204659230264
SPY190418C00250000,2019-04-18,C,250.0,0.168319407021603
SPY190418P00250000,2019-04-18,P,250.0,0.13563111005231854
SPY190418P00251000,2019-04-18,P,251.0,0.1347533638215126
SPY190418P00252000,2019-04-18,P,252.0,0.13139852782344574
SPY190418P00253000,2019-04-18,P,253.0,0.12961079092586741
SPY190418P00254000,2019-04-18,P,254.0,0.1275735864858798
SPY190418P00255000,2019-04-18,P,255.0,0.12591265656454179
SPY190418P00256000,2019-04-18,P,256.0,0.12425845846190782
SPY190418C00257000,2019-04-18,C,257.0,0.14762643048220583
SPY190418P00257000,2019-04-18,P,257.0,0.12276099465997017
SPY190418P00258000,2019-04-18,P,258.0,0.12175334384069418
SPY190418P00259000,2019-04-18,P,259.0,0.119044835610158
SPY190418C00260000,2019-04-18,C,260.0,0.1486221542748649
SPY190418P00260000,2019-04-18,P,260.0,0.11871556186919932
SPY190418C00261000,2019-04-18,C,261.0,0.13939978216615173
SPY190418P00261000,2019-04-18,P,261.0,0.11858248649655706
SPY190418C00262000,2019-04-18,C,262.0,0.14051489817821766
SPY190418P00262000,2019-04-18,P,262.0,0.11752034697081427
SPY190418C00263000,2019-04-18,C,263.0,0.14476057818478635
SPY190418P00263000,2019-04-18,P,263.0,0.1180703072901577
SPY190418P00264000,2019-04-18,P,264.0,0.11810942988871309
SPY190418C00265000,2019-04-18,C,265.0,0.13930426839062626
SPY190418P00265000,2019-04-18,P,265.0,0.11821970000596302
SPY190418C00266000,2019-04-18,C,266.0,0.13701354756074793
SPY190418P00266000,2019-04-18,P,266.0,0.11957399070720233
SPY190418C00267000,2019-04-18,C,267.0,0.13641568400975687
SPY190418P00267000,2019-04-18,P,267.0,0.12203147039389062
SPY190418C00268000,2019-04-18,C,268.0,0.13520112732792144
SPY190418P00268000,2019-04-18,P,268.0,0.1251350095509873
SPY190418C00269000,2019-04-18,C,269.0,0.13374824962957435
SPY190418P00269000,2019-04-18,P,269.0,0.12876836235261024
SPY190418C00270000,2019-04-18,C,270.0,0.1311254013529824
SPY190418P00270000,2019-04-18,P,270.0,0.13355500252960284
SPY190418C00271000,2019-04-18,C,271.0,0.12932551791295982
SPY190418P00271000,2019-04-18,P,271.0,0.13969507973517298
SPY190418C00272000,2019-04-18,C,272.0,0.12772451581247626
SPY190418P00272000,2019-04-18,P,272.0,0.14613784487595033
SPY190418C00273000,2019-04-18,C,273.0,0.12595034011489595
SPY190418P00273000,2019-04-18,P,273.0,0.15478764653510754
SPY190418C00274000,2019-04-18,C,274.0,0.12422406764896325
SPY190418P00274000,2019-04-18,P,274.0,0.1638658699172232
SPY190418C00275000,2019-04-18,C,275.0,0.12282794698729844
SPY190418P00275000,2019-04-18,P,275.0,0.17227954571814183
SPY190418C00276000,2019-04-18,C,276.0,0.12080398666889161
SPY190418P00276000,2019-04-18,P,276.0,0.18565303529314983
SPY190418C00277000,2019-04-18,C,277.0,0.11929305922954589
SPY190418P00277000,2019-04-18,P,277.0,0.19241970823244062
SPY190418C00278000,2019-04-18,C,278.0,0.11827662777717766
SPY190418P00278000,2019-04-18,P,278.0,0.2101958804118359
SPY190418C00279000,2019-04-18,C,279.0,0.11649886665441801
SPY190418P00279000,2019-04-18,P,279.0,0.21964454894785382
SPY190418C00280000,2019-04-18,C,280.0,0.11576322033582136
SPY190418P00280000,2019-04-18,P,280.0,0.23431608439101587
SPY190418C00281000,2019-04-18,C,281.0,0.11447732101011154
SPY190418P00281000,2019-04-18,P,281.0,0.24426300507372298
SPY190418C00282000,2019-04-18,C,282.0,0.11246448282695487
SPY190418C00283000,2019-04-18,C,283.0,0.112595460603914
SPY190418C00284000,2019-04-18,C,284.0,0.11145753933645575
SPY190418P00284000,2019-04-18,P,284.0,0.2944151519814416
SPY190418C00285000,2019-04-18,C,285.0,0.10988344012014091
SPY190418P00285000,2019-04-18,P,285.0,0.3120133212155393
SPY190418C00286000,2019-04-18,C,286.0,0.11003834512227637
SPY190418P00286000,2019-04-18,P,286.0,0.32431142714322375
SPY190418C00287000,2019-04-18,C,287.0,0.10888913098503561
SPY190418C00288000,2019-04-18,C,288.0,0.1072702505399504
SPY190418C00289000,2019-04-18,C,289.0,0.10612576818832047
SPY190418C00290000,2019-04-18,C,290.0,0.10689775657165995
SPY190418P00290000,2019-04-18,P,290.0,0.3956008994061014
SPY190418C00291000,2019-04-18,C,291.0,0.10624911169261883
SPY190418C00292000,2019-04-18,C,292.0,0.10639650437533094
SPY190418C00293000,2019-04-18,C,293.0,0.1059596922696399
SPY190418C00295000,2019-04-18,C,295.0,0.10678382785728825
SPY190418C00296000,2019-04-18,C,296.0,0.10731100731188684
SPY190418C00297000,2019-04-18,C,297.0,0.10846461176567371
SPY190418C00298000,2019-04-18,C,298.0,0.1078549431413031
SPY190418C00300000,2019-04-18,C,300.0,0.11016710335031495
SPY190418P00300000,2019-04-18,P,300.0,0.5862353220010352
SPY190418C00305000,2019-04-18,C,305.0,0.116671235360148
SPY190418C00315000,2019-04-18,C,315.0,0.1295311310712029
